gpu num: 8
prefix ./models/r50-arcface-retina/model
image_size [112, 112]
num_classes 93431
Called with argument: Namespace(batch_size=512, ckpt=3, ctx_num=8, ctx_num_classes=11679, dataset='retina', extra_model_name='', frequent=20, image_channel=3, kvstore='device', local_class_start=0, local_num_classes=93432, loss='arcface', lr=0.1, lr_steps='100000,160000,220000', models_root='./models', mom=0.9, network='r50', per_batch_size=64, pretrained='', pretrained_epoch=1, rescale_threshold=0, verbose=2000, wd=0.0005, worker_id=0) {'bn_mom': 0.9, 'workspace': 256, 'emb_size': 512, 'ckpt_embedding': True, 'net_se': 0, 'net_act': 'prelu', 'net_unit': 3, 'net_input': 1, 'net_blocks': [1, 4, 6, 2], 'net_output': 'E', 'net_multiplier': 1.0, 'val_targets': ['lfw', 'cfp_fp', 'agedb_30'], 'ce_loss': True, 'fc7_lr_mult': 1.0, 'fc7_wd_mult': 1.0, 'fc7_no_bias': False, 'max_steps': 0, 'data_rand_mirror': True, 'data_cutoff': False, 'data_color': 0, 'data_images_filter': 0, 'count_flops': True, 'memonger': False, 'loss_name': 'margin_softmax', 'loss_s': 64.0, 'loss_m1': 1.0, 'loss_m2': 0.5, 'loss_m3': 0.0, 'net_name': 'fresnet', 'num_layers': 50, 'dataset': 'retina', 'dataset_path': '../datasets/ms1m-retinaface', 'num_classes': 93431, 'image_shape': [112, 112, 3], 'loss': 'arcface', 'network': 'r50', 'num_workers': 1, 'batch_size': 512, 'per_batch_size': 64}
0 1 E 3 prelu False
Network FLOPs: 12.6G
INFO:root:loading recordio ../datasets/ms1m-retinaface/train.rec...
header0 label [5179511. 5272942.]
id2range 93431
5179510
rand_mirror True
loading bin 0
loading bin 1000
loading bin 2000
loading bin 3000
loading bin 4000
loading bin 5000
loading bin 6000
loading bin 7000
loading bin 8000
loading bin 9000
loading bin 10000
loading bin 11000
(12000, 3, 112, 112)
ver lfw
loading bin 0
loading bin 1000
loading bin 2000
loading bin 3000
loading bin 4000
loading bin 5000
loading bin 6000
loading bin 7000
loading bin 8000
loading bin 9000
loading bin 10000
loading bin 11000
loading bin 12000
loading bin 13000
(14000, 3, 112, 112)
ver cfp_fp
loading bin 0
loading bin 1000
loading bin 2000
loading bin 3000
loading bin 4000
loading bin 5000
loading bin 6000
loading bin 7000
loading bin 8000
loading bin 9000
loading bin 10000
loading bin 11000
(12000, 3, 112, 112)
ver agedb_30
lr_steps [100000, 160000, 220000]
call reset()in_bind
 False [('data', (512, 3, 112, 112))] [('softmax_label', (512,))]
_data_shape (512, 3, 112, 112) [('softmax_label', (512,))]
[18:18:28] src/kvstore/././comm.h:744: only 0 out of 56 GPU pairs are enabled direct access. It may affect the performance. You can set MXNET_ENABLE_GPU_P2P=0 to turn it off
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:29] src/operator/nn/./cudnn/./cudnn_algoreg-inl.h:97: Running performance tests to find the best convolution algorithm, this can take a while... (set the environment variable MXNET_CUDNN_AUTOTUNE_DEFAULT to 0 to disable)
INFO:root:Iter[0] Batch [20]	Speed: 523.28 samples/sec
INFO:root:Iter[14] Batch [7320]	Speed: 664.19 samples/sec
INFO:root:Iter[14] Batch [7340]	Speed: 632.70 samples/sec
INFO:root:Iter[14] Batch [7360]	Speed: 600.76 samples/sec
lr-batch-epoch: 0.010000000000000002 7375 14
INFO:root:Iter[14] Batch [7380]	Speed: 619.53 samples/sec
INFO:root:Iter[14] Batch [7400]	Speed: 625.55 samples/sec
INFO:root:Iter[14] Batch [7420]	Speed: 597.40 samples/sec
INFO:root:Iter[14] Batch [7440]	Speed: 614.84 samples/sec
INFO:root:Iter[14] Batch [7460]	Speed: 628.32 samples/sec
INFO:root:Iter[14] Batch [7480]	Speed: 629.88 samples/sec
INFO:root:Iter[14] Batch [7500]	Speed: 631.12 samples/sec
INFO:root:Iter[14] Batch [7520]	Speed: 649.75 samples/sec
INFO:root:Iter[14] Batch [7540]	Speed: 614.32 samples/sec
INFO:root:Iter[14] Batch [7560]	Speed: 645.54 samples/sec
INFO:root:Iter[14] Batch [7580]	Speed: 638.48 samples/sec
INFO:root:Iter[14] Batch [7600]	Speed: 620.49 samples/sec
INFO:root:Iter[14] Batch [7620]	Speed: 667.33 samples/sec
INFO:root:Iter[14] Batch [7640]	Speed: 621.51 samples/sec
INFO:root:Iter[14] Batch [7660]	Speed: 604.67 samples/sec
INFO:root:Iter[14] Batch [7680]	Speed: 613.42 samples/sec
INFO:root:Iter[14] Batch [7700]	Speed: 644.23 samples/sec
INFO:root:Iter[14] Batch [7720]	Speed: 623.43 samples/sec
INFO:root:Iter[14] Batch [7740]	Speed: 648.80 samples/sec
INFO:root:Iter[14] Batch [7760]	Speed: 694.97 samples/sec
INFO:root:Iter[14] Batch [7780]	Speed: 624.73 samples/sec
INFO:root:Iter[14] Batch [7800]	Speed: 662.89 samples/sec
INFO:root:Iter[14] Batch [7820]	Speed: 681.22 samples/sec
INFO:root:Iter[14] Batch [7840]	Speed: 655.38 samples/sec
INFO:root:Iter[14] Batch [7860]	Speed: 602.57 samples/sec
INFO:root:Iter[14] Batch [7880]	Speed: 616.19 samples/sec
INFO:root:Iter[14] Batch [7900]	Speed: 605.34 samples/sec
INFO:root:Iter[14] Batch [7920]	Speed: 602.63 samples/sec
INFO:root:Iter[14] Batch [7940]	Speed: 596.39 samples/sec
INFO:root:Iter[14] Batch [7960]	Speed: 600.38 samples/sec
INFO:root:Iter[14] Batch [7980]	Speed: 603.96 samples/sec
INFO:root:Iter[14] Batch [8000]	Speed: 603.82 samples/sec
INFO:root:Iter[14] Batch [8020]	Speed: 591.78 samples/sec
INFO:root:Iter[14] Batch [8040]	Speed: 595.93 samples/sec
INFO:root:Iter[14] Batch [8060]	Speed: 617.80 samples/sec
INFO:root:Iter[14] Batch [8080]	Speed: 601.59 samples/sec
INFO:root:Iter[14] Batch [8100]	Speed: 616.62 samples/sec
INFO:root:Iter[14] Batch [8120]	Speed: 637.02 samples/sec
INFO:root:Iter[14] Batch [8140]	Speed: 623.11 samples/sec
INFO:root:Iter[14] Batch [8160]	Speed: 607.19 samples/sec
INFO:root:Iter[14] Batch [8180]	Speed: 619.10 samples/sec
INFO:root:Iter[14] Batch [8200]	Speed: 664.37 samples/sec
INFO:root:Iter[14] Batch [8220]	Speed: 624.96 samples/sec
INFO:root:Iter[14] Batch [8240]	Speed: 612.87 samples/sec
INFO:root:Iter[14] Batch [8260]	Speed: 633.27 samples/sec
INFO:root:Iter[14] Batch [8280]	Speed: 597.19 samples/sec
INFO:root:Iter[14] Batch [8300]	Speed: 603.98 samples/sec
INFO:root:Iter[14] Batch [8320]	Speed: 586.70 samples/sec
INFO:root:Iter[14] Batch [8340]	Speed: 616.19 samples/sec
INFO:root:Iter[14] Batch [8360]	Speed: 604.30 samples/sec
{fc7_acc} 150000 0.41601562
lr-batch-epoch: 0.010000000000000002 8375 14
testing verification..
(12000, 512)
infer time 4.411530999999999
[lfw][150000]XNorm: 22.436894
[lfw][150000]Accuracy-Flip: 0.99767+-0.00300
testing verification..
(14000, 512)
infer time 5.157344000000002
[cfp_fp][150000]XNorm: 20.822673
[cfp_fp][150000]Accuracy-Flip: 0.98357+-0.00448
testing verification..
(12000, 512)
infer time 4.42706
[agedb_30][150000]XNorm: 22.297208
[agedb_30][150000]Accuracy-Flip: 0.97583+-0.00684
[150000]Accuracy-Highest: 0.97750
INFO:root:Iter[14] Batch [8380]	Speed: 249.81 samples/sec
INFO:root:Iter[14] Batch [8400]	Speed: 721.34 samples/sec
INFO:root:Iter[14] Batch [8420]	Speed: 673.45 samples/sec
INFO:root:Iter[14] Batch [8440]	Speed: 703.03 samples/sec
INFO:root:Iter[14] Batch [8460]	Speed: 715.62 samples/sec
INFO:root:Iter[14] Batch [8480]	Speed: 654.69 samples/sec
INFO:root:Iter[14] Batch [8500]	Speed: 695.18 samples/sec
INFO:root:Iter[14] Batch [8520]	Speed: 717.88 samples/sec
INFO:root:Iter[14] Batch [8540]	Speed: 720.18 samples/sec
INFO:root:Iter[14] Batch [8560]	Speed: 700.27 samples/sec
INFO:root:Iter[14] Batch [8580]	Speed: 656.83 samples/sec
INFO:root:Iter[14] Batch [8600]	Speed: 672.02 samples/sec
INFO:root:Iter[14] Batch [8620]	Speed: 656.96 samples/sec
INFO:root:Iter[14] Batch [8640]	Speed: 707.66 samples/sec
INFO:root:Iter[14] Batch [8660]	Speed: 668.82 samples/sec
INFO:root:Iter[14] Batch [8680]	Speed: 669.56 samples/sec
INFO:root:Iter[14] Batch [8700]	Speed: 652.73 samples/sec
INFO:root:Iter[14] Batch [8720]	Speed: 684.16 samples/sec
INFO:root:Iter[14] Batch [8740]	Speed: 639.10 samples/sec
INFO:root:Iter[14] Batch [8760]	Speed: 647.99 samples/sec
INFO:root:Iter[14] Batch [8780]	Speed: 657.22 samples/sec
INFO:root:Iter[14] Batch [8800]	Speed: 628.23 samples/sec
INFO:root:Iter[14] Batch [8820]	Speed: 644.39 samples/sec
INFO:root:Iter[14] Batch [8840]	Speed: 605.05 samples/sec
INFO:root:Iter[14] Batch [8860]	Speed: 611.92 samples/sec
INFO:root:Iter[14] Batch [8880]	Speed: 640.20 samples/sec
INFO:root:Iter[14] Batch [8900]	Speed: 610.63 samples/sec
INFO:root:Iter[14] Batch [8920]	Speed: 591.03 samples/sec
INFO:root:Iter[14] Batch [8940]	Speed: 628.58 samples/sec
INFO:root:Iter[14] Batch [8960]	Speed: 622.52 samples/sec
INFO:root:Iter[14] Batch [8980]	Speed: 597.42 samples/sec
INFO:root:Iter[14] Batch [9000]	Speed: 605.74 samples/sec
INFO:root:Iter[14] Batch [9020]	Speed: 615.34 samples/sec
INFO:root:Iter[14] Batch [9040]	Speed: 615.62 samples/sec
INFO:root:Iter[14] Batch [9060]	Speed: 605.67 samples/sec
INFO:root:Iter[14] Batch [9080]	Speed: 620.32 samples/sec
INFO:root:Iter[14] Batch [9100]	Speed: 594.82 samples/sec
INFO:root:Iter[14] Batch [9120]	Speed: 619.81 samples/sec
INFO:root:Iter[14] Batch [9140]	Speed: 599.64 samples/sec
INFO:root:Iter[14] Batch [9160]	Speed: 620.97 samples/sec
INFO:root:Iter[14] Batch [9180]	Speed: 603.98 samples/sec
INFO:root:Iter[14] Batch [9200]	Speed: 602.26 samples/sec
INFO:root:Iter[14] Batch [9220]	Speed: 619.24 samples/sec
INFO:root:Iter[14] Batch [9240]	Speed: 601.09 samples/sec
INFO:root:Iter[14] Batch [9260]	Speed: 633.53 samples/sec
INFO:root:Iter[14] Batch [9280]	Speed: 615.82 samples/sec
INFO:root:Iter[14] Batch [9300]	Speed: 616.13 samples/sec
INFO:root:Iter[14] Batch [9320]	Speed: 639.55 samples/sec
INFO:root:Iter[14] Batch [9340]	Speed: 599.20 samples/sec
INFO:root:Iter[14] Batch [9360]	Speed: 643.08 samples/sec
lr-batch-epoch: 0.010000000000000002 9375 14
INFO:root:Iter[14] Batch [9380]	Speed: 614.58 samples/sec
INFO:root:Iter[14] Batch [9400]	Speed: 630.03 samples/sec
INFO:root:Iter[14] Batch [9420]	Speed: 633.35 samples/sec
INFO:root:Iter[14] Batch [9440]	Speed: 648.08 samples/sec
INFO:root:Iter[14] Batch [9460]	Speed: 694.99 samples/sec
INFO:root:Iter[14] Batch [9480]	Speed: 663.26 samples/sec
INFO:root:Iter[14] Batch [9500]	Speed: 655.90 samples/sec
INFO:root:Iter[14] Batch [9520]	Speed: 634.19 samples/sec
INFO:root:Iter[14] Batch [9540]	Speed: 667.55 samples/sec
INFO:root:Iter[14] Batch [9560]	Speed: 659.57 samples/sec
INFO:root:Iter[14] Batch [9580]	Speed: 685.04 samples/sec
INFO:root:Iter[14] Batch [9600]	Speed: 649.81 samples/sec
INFO:root:Iter[14] Batch [9620]	Speed: 633.18 samples/sec
INFO:root:Iter[14] Batch [9640]	Speed: 664.66 samples/sec
INFO:root:Iter[14] Batch [9660]	Speed: 682.35 samples/sec
INFO:root:Iter[14] Batch [9680]	Speed: 630.25 samples/sec
INFO:root:Iter[14] Batch [9700]	Speed: 643.94 samples/sec
INFO:root:Iter[14] Batch [9720]	Speed: 624.43 samples/sec
INFO:root:Iter[14] Batch [9740]	Speed: 663.77 samples/sec
INFO:root:Iter[14] Batch [9760]	Speed: 622.28 samples/sec
INFO:root:Iter[14] Batch [9780]	Speed: 644.28 samples/sec
INFO:root:Iter[14] Batch [9800]	Speed: 634.42 samples/sec
INFO:root:Iter[14] Batch [9820]	Speed: 667.58 samples/sec
INFO:root:Iter[14] Batch [9840]	Speed: 624.88 samples/sec
INFO:root:Iter[14] Batch [9860]	Speed: 622.71 samples/sec
INFO:root:Iter[14] Batch [9880]	Speed: 632.34 samples/sec
INFO:root:Iter[14] Batch [9900]	Speed: 598.01 samples/sec
INFO:root:Iter[14] Batch [9920]	Speed: 601.15 samples/sec
INFO:root:Iter[14] Batch [9940]	Speed: 610.99 samples/sec
INFO:root:Iter[14] Batch [9960]	Speed: 611.43 samples/sec
INFO:root:Iter[14] Batch [9980]	Speed: 635.58 samples/sec
INFO:root:Iter[14] Batch [10000]	Speed: 617.13 samples/sec
INFO:root:Iter[14] Batch [10020]	Speed: 611.18 samples/sec
INFO:root:Iter[14] Batch [10040]	Speed: 597.70 samples/sec
INFO:root:Iter[14] Batch [10060]	Speed: 612.50 samples/sec
INFO:root:Iter[14] Batch [10080]	Speed: 604.06 samples/sec
INFO:root:Iter[14] Batch [10100]	Speed: 630.75 samples/sec
INFO:root:Epoch[14] Time cost=8295.043
call reset()
INFO:root:Iter[15] Batch [20]	Speed: 667.22 samples/sec
INFO:root:Iter[15] Batch [40]	Speed: 627.42 samples/sec
INFO:root:Iter[15] Batch [60]	Speed: 614.44 samples/sec
INFO:root:Iter[15] Batch [80]	Speed: 627.35 samples/sec
INFO:root:Iter[15] Batch [100]	Speed: 618.88 samples/sec
INFO:root:Iter[15] Batch [120]	Speed: 655.73 samples/sec
INFO:root:Iter[15] Batch [140]	Speed: 640.13 samples/sec
INFO:root:Iter[15] Batch [160]	Speed: 612.55 samples/sec
INFO:root:Iter[15] Batch [180]	Speed: 628.54 samples/sec
INFO:root:Iter[15] Batch [200]	Speed: 624.67 samples/sec
INFO:root:Iter[15] Batch [220]	Speed: 624.77 samples/sec
INFO:root:Iter[15] Batch [240]	Speed: 616.06 samples/sec
{fc7_acc} 152000 0.42578125
lr-batch-epoch: 0.010000000000000002 259 15
testing verification..
(12000, 512)
infer time 4.533885999999999
[lfw][152000]XNorm: 22.718659
[lfw][152000]Accuracy-Flip: 0.99667+-0.00224
testing verification..
(14000, 512)
infer time 5.375025000000001
[cfp_fp][152000]XNorm: 21.040871
[cfp_fp][152000]Accuracy-Flip: 0.97943+-0.00351
testing verification..
(12000, 512)
infer time 4.419113
[agedb_30][152000]XNorm: 22.557287
[agedb_30][152000]Accuracy-Flip: 0.97317+-0.00762
[152000]Accuracy-Highest: 0.97750
INFO:root:Iter[15] Batch [260]	Speed: 243.67 samples/sec
INFO:root:Iter[15] Batch [280]	Speed: 739.08 samples/sec
INFO:root:Iter[15] Batch [300]	Speed: 705.24 samples/sec
INFO:root:Iter[15] Batch [320]	Speed: 703.33 samples/sec
INFO:root:Iter[15] Batch [340]	Speed: 721.66 samples/sec
INFO:root:Iter[15] Batch [360]	Speed: 668.58 samples/sec
INFO:root:Iter[15] Batch [380]	Speed: 699.63 samples/sec
INFO:root:Iter[15] Batch [400]	Speed: 626.95 samples/sec
INFO:root:Iter[15] Batch [420]	Speed: 639.57 samples/sec
INFO:root:Iter[15] Batch [440]	Speed: 604.06 samples/sec
INFO:root:Iter[15] Batch [460]	Speed: 702.10 samples/sec
INFO:root:Iter[15] Batch [480]	Speed: 620.24 samples/sec
INFO:root:Iter[15] Batch [500]	Speed: 656.17 samples/sec
INFO:root:Iter[15] Batch [520]	Speed: 630.02 samples/sec
INFO:root:Iter[15] Batch [540]	Speed: 625.94 samples/sec
INFO:root:Iter[15] Batch [560]	Speed: 654.23 samples/sec
INFO:root:Iter[15] Batch [580]	Speed: 645.48 samples/sec
INFO:root:Iter[15] Batch [600]	Speed: 623.24 samples/sec
INFO:root:Iter[15] Batch [620]	Speed: 607.03 samples/sec
INFO:root:Iter[15] Batch [640]	Speed: 653.98 samples/sec
INFO:root:Iter[15] Batch [660]	Speed: 633.08 samples/sec
INFO:root:Iter[15] Batch [680]	Speed: 687.09 samples/sec
INFO:root:Iter[15] Batch [700]	Speed: 679.56 samples/sec
INFO:root:Iter[15] Batch [720]	Speed: 682.03 samples/sec
INFO:root:Iter[15] Batch [740]	Speed: 622.36 samples/sec
INFO:root:Iter[15] Batch [760]	Speed: 641.57 samples/sec
INFO:root:Iter[15] Batch [780]	Speed: 630.63 samples/sec
INFO:root:Iter[15] Batch [800]	Speed: 660.34 samples/sec
INFO:root:Iter[15] Batch [820]	Speed: 625.55 samples/sec
INFO:root:Iter[15] Batch [840]	Speed: 649.88 samples/sec
INFO:root:Iter[15] Batch [860]	Speed: 634.98 samples/sec
INFO:root:Iter[15] Batch [880]	Speed: 620.75 samples/sec
INFO:root:Iter[15] Batch [900]	Speed: 626.78 samples/sec
INFO:root:Iter[15] Batch [920]	Speed: 639.09 samples/sec
INFO:root:Iter[15] Batch [940]	Speed: 617.61 samples/sec
INFO:root:Iter[15] Batch [960]	Speed: 636.65 samples/sec
INFO:root:Iter[15] Batch [980]	Speed: 629.24 samples/sec
INFO:root:Iter[15] Batch [1000]	Speed: 624.05 samples/sec
INFO:root:Iter[15] Batch [1020]	Speed: 607.75 samples/sec
INFO:root:Iter[15] Batch [1040]	Speed: 623.55 samples/sec
INFO:root:Iter[15] Batch [1060]	Speed: 618.82 samples/sec
INFO:root:Iter[15] Batch [1080]	Speed: 605.23 samples/sec
INFO:root:Iter[15] Batch [1100]	Speed: 612.01 samples/sec
INFO:root:Iter[15] Batch [1120]	Speed: 616.26 samples/sec
INFO:root:Iter[15] Batch [1140]	Speed: 605.22 samples/sec
INFO:root:Iter[15] Batch [1160]	Speed: 616.02 samples/sec
INFO:root:Iter[15] Batch [1180]	Speed: 620.40 samples/sec
INFO:root:Iter[15] Batch [1200]	Speed: 599.20 samples/sec
INFO:root:Iter[15] Batch [1220]	Speed: 629.73 samples/sec
INFO:root:Iter[15] Batch [1240]	Speed: 623.24 samples/sec
lr-batch-epoch: 0.010000000000000002 1259 15
INFO:root:Iter[15] Batch [1260]	Speed: 598.09 samples/sec
INFO:root:Iter[15] Batch [1280]	Speed: 618.94 samples/sec
INFO:root:Iter[15] Batch [1300]	Speed: 630.11 samples/sec
INFO:root:Iter[15] Batch [1320]	Speed: 615.73 samples/sec
INFO:root:Iter[15] Batch [1340]	Speed: 609.58 samples/sec
INFO:root:Iter[15] Batch [1360]	Speed: 627.20 samples/sec
INFO:root:Iter[15] Batch [1380]	Speed: 602.24 samples/sec
INFO:root:Iter[15] Batch [1400]	Speed: 616.00 samples/sec
INFO:root:Iter[15] Batch [1420]	Speed: 599.77 samples/sec
INFO:root:Iter[15] Batch [1440]	Speed: 613.02 samples/sec
INFO:root:Iter[15] Batch [1460]	Speed: 639.93 samples/sec
INFO:root:Iter[15] Batch [1480]	Speed: 628.19 samples/sec
INFO:root:Iter[15] Batch [1500]	Speed: 606.45 samples/sec
INFO:root:Iter[15] Batch [1520]	Speed: 616.43 samples/sec
INFO:root:Iter[15] Batch [1540]	Speed: 611.51 samples/sec
INFO:root:Iter[15] Batch [1560]	Speed: 611.47 samples/sec
INFO:root:Iter[15] Batch [1580]	Speed: 637.41 samples/sec
INFO:root:Iter[15] Batch [1600]	Speed: 607.58 samples/sec
INFO:root:Iter[15] Batch [1620]	Speed: 608.71 samples/sec
INFO:root:Iter[15] Batch [1640]	Speed: 603.19 samples/sec
INFO:root:Iter[15] Batch [1660]	Speed: 621.31 samples/sec
INFO:root:Iter[15] Batch [1680]	Speed: 605.82 samples/sec
INFO:root:Iter[15] Batch [1700]	Speed: 624.07 samples/sec
INFO:root:Iter[15] Batch [1720]	Speed: 614.42 samples/sec
INFO:root:Iter[15] Batch [1740]	Speed: 610.57 samples/sec
INFO:root:Iter[15] Batch [1760]	Speed: 611.03 samples/sec
INFO:root:Iter[15] Batch [1780]	Speed: 607.91 samples/sec
INFO:root:Iter[15] Batch [1800]	Speed: 625.85 samples/sec
INFO:root:Iter[15] Batch [1820]	Speed: 632.13 samples/sec
INFO:root:Iter[15] Batch [1840]	Speed: 630.12 samples/sec
INFO:root:Iter[15] Batch [1860]	Speed: 615.95 samples/sec
INFO:root:Iter[15] Batch [1880]	Speed: 601.81 samples/sec
INFO:root:Iter[15] Batch [1900]	Speed: 633.32 samples/sec
INFO:root:Iter[15] Batch [1920]	Speed: 600.46 samples/sec
INFO:root:Iter[15] Batch [1940]	Speed: 618.07 samples/sec
INFO:root:Iter[15] Batch [1960]	Speed: 616.30 samples/sec
INFO:root:Iter[15] Batch [1980]	Speed: 625.19 samples/sec
INFO:root:Iter[15] Batch [2000]	Speed: 610.99 samples/sec
INFO:root:Iter[15] Batch [2020]	Speed: 589.88 samples/sec
INFO:root:Iter[15] Batch [2040]	Speed: 616.73 samples/sec
INFO:root:Iter[15] Batch [2060]	Speed: 603.95 samples/sec
INFO:root:Iter[15] Batch [2080]	Speed: 581.30 samples/sec
INFO:root:Iter[15] Batch [2100]	Speed: 624.19 samples/sec
INFO:root:Iter[15] Batch [2120]	Speed: 609.03 samples/sec
INFO:root:Iter[15] Batch [2140]	Speed: 596.80 samples/sec
INFO:root:Iter[15] Batch [2160]	Speed: 606.65 samples/sec
INFO:root:Iter[15] Batch [2180]	Speed: 632.86 samples/sec
INFO:root:Iter[15] Batch [2200]	Speed: 616.23 samples/sec
INFO:root:Iter[15] Batch [2220]	Speed: 619.14 samples/sec
INFO:root:Iter[15] Batch [2240]	Speed: 617.83 samples/sec
{fc7_acc} 154000 0.40234375
lr-batch-epoch: 0.010000000000000002 2259 15
testing verification..
(12000, 512)
infer time 4.531496999999999
[lfw][154000]XNorm: 22.857261
[lfw][154000]Accuracy-Flip: 0.99733+-0.00271
testing verification..
(14000, 512)
infer time 5.384439999999999
[cfp_fp][154000]XNorm: 21.188341
[cfp_fp][154000]Accuracy-Flip: 0.98129+-0.00551
testing verification..
(12000, 512)
infer time 4.588539
[agedb_30][154000]XNorm: 22.740998
[agedb_30][154000]Accuracy-Flip: 0.97500+-0.00573
[154000]Accuracy-Highest: 0.97750
INFO:root:Iter[15] Batch [2260]	Speed: 242.46 samples/sec
INFO:root:Iter[15] Batch [2280]	Speed: 784.09 samples/sec
INFO:root:Iter[15] Batch [2300]	Speed: 700.41 samples/sec
INFO:root:Iter[15] Batch [2320]	Speed: 730.27 samples/sec
INFO:root:Iter[15] Batch [2340]	Speed: 702.01 samples/sec
INFO:root:Iter[15] Batch [2360]	Speed: 715.49 samples/sec
INFO:root:Iter[15] Batch [2380]	Speed: 712.09 samples/sec
INFO:root:Iter[15] Batch [2400]	Speed: 655.37 samples/sec
INFO:root:Iter[15] Batch [2420]	Speed: 716.18 samples/sec
INFO:root:Iter[15] Batch [2440]	Speed: 725.27 samples/sec
INFO:root:Iter[15] Batch [2460]	Speed: 666.24 samples/sec
INFO:root:Iter[15] Batch [2480]	Speed: 682.78 samples/sec
INFO:root:Iter[15] Batch [2500]	Speed: 680.88 samples/sec
INFO:root:Iter[15] Batch [2520]	Speed: 660.72 samples/sec
INFO:root:Iter[15] Batch [2540]	Speed: 687.81 samples/sec
INFO:root:Iter[15] Batch [2560]	Speed: 662.95 samples/sec
INFO:root:Iter[15] Batch [2580]	Speed: 701.85 samples/sec
INFO:root:Iter[15] Batch [2600]	Speed: 669.58 samples/sec
INFO:root:Iter[15] Batch [2620]	Speed: 692.56 samples/sec
INFO:root:Iter[15] Batch [2640]	Speed: 654.76 samples/sec
INFO:root:Iter[15] Batch [2660]	Speed: 669.91 samples/sec
INFO:root:Iter[15] Batch [2680]	Speed: 614.78 samples/sec
INFO:root:Iter[15] Batch [2700]	Speed: 603.05 samples/sec
INFO:root:Iter[15] Batch [2720]	Speed: 606.60 samples/sec
INFO:root:Iter[15] Batch [2740]	Speed: 663.53 samples/sec
INFO:root:Iter[15] Batch [2760]	Speed: 605.61 samples/sec
INFO:root:Iter[15] Batch [2780]	Speed: 614.91 samples/sec
INFO:root:Iter[15] Batch [2800]	Speed: 627.45 samples/sec
INFO:root:Iter[15] Batch [2820]	Speed: 637.66 samples/sec
INFO:root:Iter[15] Batch [2840]	Speed: 638.57 samples/sec
INFO:root:Iter[15] Batch [2860]	Speed: 637.55 samples/sec
INFO:root:Iter[15] Batch [2880]	Speed: 652.00 samples/sec
INFO:root:Iter[15] Batch [2900]	Speed: 620.01 samples/sec
INFO:root:Iter[15] Batch [2920]	Speed: 627.27 samples/sec
INFO:root:Iter[15] Batch [2940]	Speed: 647.27 samples/sec
INFO:root:Iter[15] Batch [2960]	Speed: 600.71 samples/sec
INFO:root:Iter[15] Batch [2980]	Speed: 625.05 samples/sec
INFO:root:Iter[15] Batch [3000]	Speed: 635.38 samples/sec
INFO:root:Iter[15] Batch [3020]	Speed: 659.16 samples/sec
INFO:root:Iter[15] Batch [3040]	Speed: 586.77 samples/sec
INFO:root:Iter[15] Batch [3060]	Speed: 629.81 samples/sec
INFO:root:Iter[15] Batch [3080]	Speed: 641.50 samples/sec
INFO:root:Iter[15] Batch [3100]	Speed: 607.45 samples/sec
INFO:root:Iter[15] Batch [3120]	Speed: 618.26 samples/sec
INFO:root:Iter[15] Batch [3140]	Speed: 619.90 samples/sec
INFO:root:Iter[15] Batch [3160]	Speed: 607.68 samples/sec
INFO:root:Iter[15] Batch [3180]	Speed: 604.97 samples/sec
INFO:root:Iter[15] Batch [3200]	Speed: 618.79 samples/sec
INFO:root:Iter[15] Batch [3220]	Speed: 609.43 samples/sec
INFO:root:Iter[15] Batch [3240]	Speed: 614.52 samples/sec
lr-batch-epoch: 0.010000000000000002 3259 15
INFO:root:Iter[15] Batch [3260]	Speed: 624.59 samples/sec
INFO:root:Iter[15] Batch [3280]	Speed: 632.91 samples/sec
INFO:root:Iter[15] Batch [3300]	Speed: 617.73 samples/sec
INFO:root:Iter[15] Batch [3320]	Speed: 604.12 samples/sec
INFO:root:Iter[15] Batch [3340]	Speed: 617.56 samples/sec
INFO:root:Iter[15] Batch [3360]	Speed: 604.99 samples/sec
INFO:root:Iter[15] Batch [3380]	Speed: 619.72 samples/sec
INFO:root:Iter[15] Batch [3400]	Speed: 599.31 samples/sec
INFO:root:Iter[15] Batch [3420]	Speed: 608.39 samples/sec
INFO:root:Iter[15] Batch [3440]	Speed: 617.26 samples/sec
INFO:root:Iter[15] Batch [3460]	Speed: 624.47 samples/sec
INFO:root:Iter[15] Batch [3480]	Speed: 619.33 samples/sec
INFO:root:Iter[15] Batch [3500]	Speed: 607.89 samples/sec
INFO:root:Iter[15] Batch [3520]	Speed: 612.13 samples/sec
INFO:root:Iter[15] Batch [3540]	Speed: 633.82 samples/sec
INFO:root:Iter[15] Batch [3560]	Speed: 620.85 samples/sec
INFO:root:Iter[15] Batch [3580]	Speed: 621.58 samples/sec
INFO:root:Iter[15] Batch [3600]	Speed: 633.23 samples/sec
INFO:root:Iter[15] Batch [3620]	Speed: 601.37 samples/sec
INFO:root:Iter[15] Batch [3640]	Speed: 606.05 samples/sec
INFO:root:Iter[15] Batch [3660]	Speed: 610.42 samples/sec
